World Port Index Number,Region Name,Main Port Name,Latitude,Longitude
7950,United States E Coast -- 6585,Maurer,40.533333,-74.25
52235,Sulawesi -- 51970,Mangkasa Oil Terminal,-2.733333,121.066667
47620,Madagascar -- 47350,Iharana,-13.35,50
47360,Madagascar -- 47350,Andoany,-13.4,48.3
47020,Tanzania -- 46965,Chake Chake,-5.25,39.766667
47005,Tanzania -- 46965,Mjimwema Terminal,-6.816667,39.366667
57245,Vanuatu -- 57160,Forari Bay,-17.683333,168.55
56820,Bismarck Archipelago -- 56700,Kokopo,-4.333333,152.266667
56710,Bismarck Archipelago -- 56700,Longan Island,-1.216667,144.3
56660, ,Malakal Harbor,7.333333,134.45
56630,Caroline Islands -- 56560,Colonia,9.516667,138.133333
56600,Caroline Islands -- 56560,Moen,7.433333,151.833333
56570,Caroline Islands -- 56560,Lele Harbor,5.333333,163.033333
44804,Turkey Asia -- 44360,Delta Terminal,36.85,36.166667
50350,Indonesia -- 50020,Cinta Oil Terminal,-5.5,106.233333
4000,Canada Lake Huron -- 3640,Port Severn,44.8,-79.716667
38330,Gibraltar -- 38320,Europa Point,36.133333,-5.35
56945,Papua New Guinea -- 56695,Queen Carola Harbor,-5.166667,154.55
7010,United States E Coast -- 6585,New Harbor,43.866667,-69.483333
5980,Cape Breton Island -- 5860,Little Bras D Or,46.25,-60.3
53020,New Guinea West Coast - Irian Jaya -- 52900,Tg. Sorong,-0.883333,131.233333
4950,US Lake Michigan -- 4570,Depere,44.45,-88.066667
4630,US Lake Michigan -- 4570,Leland,45.016667,-85.766667
20940,Norway -- 20620,Bredvik,70.583333,22.133333
19880,Alaska -- 19080,Lazy Bay,56.9,-154.25
12900,Brazil SE Coast -- 12700,Dtse / Gegua Oil Terminal,-22.816667,-43.15
48104,Saudi Arabia -- 48100,Sharmah,27.933333,35.25
9210,US Gulf Coast -- 8650,Norsworthy,29.733333,-95.2
8400,United States E Coast -- 6585,Bayboro,35.15,-76.766667
4240,Canada Lake Huron -- 3640,Hilton,46.25,-83.883333
4160,Canada Lake Huron -- 3640,Kagawong,45.916667,-82.25
3130,US Lake Ontario -- 3120,Chaumont,44.066667,-76.133333
20000,Alaska -- 19080,Kanatak,57.566667,-156.033333
5520,South Side -- 5501,Douglastown,48.766667,-64.383333
28615,Latvia -- 28600,Lielupe,57,23.433333
19630,Alaska -- 19080,Katalla,60.2,-144.533333
6750,United States E Coast -- 6585,Minturn,44.15,-68.45
6820,United States E Coast -- 6585,Criehaven,43.833333,-68.883333
29800,Aero -- 29780,Aeroskobing,54.883333,10.416667
43950,Ukraine -- 43620,Kyrylivka,46.35,35.366667
46691,Ascension -- 46660,North Point,-7.883333,-14.366667
57433,Thailand -- 57431,Bongkot Terminal,8.05,102.333333
52350,Sulawesi -- 51970,Donggala,-0.65,119.733333
3790,Canada Lake Huron -- 3640,Lions Head,44.983333,-81.25
4150,Canada Lake Huron -- 3640,Honora,45.866667,-82.166667
23300,Norway -- 20620,Meling,59.783333,5.116667
23107,Norway -- 20620,Bud,62.9,6.916667
23455,Norway -- 20620,Espevaer,59.583333,5.15
19970,Alaska -- 19080,Bear Island,58.45,-152.683333
20270,Alaska Continued -- 20185,Koggiung,58.966667,-156.916667
20350,Alaska Continued -- 20185,Hamilton,62.9,-163.916667
5150,Canada Lake Superior -- 5120,Gargantua,47.566667,-84.966667
42415,Greece East Coast -- 42010,Larimna,38.566667,23.283333
31895,Scotland East Coast -- 31870,Bird Port,51.566667,-2.966667
38420,Spain SE Coast -- 38340,Hornillo,37.4,-1.55
40245,Italy -- 39125,Melilli Oil Terminal,37.116667,15.25
43940,Ukraine -- 43620,Henichesk,46.166667,34.816667
48464,Iran -- 48410,Barkan Oil-loading Terminal,29.733333,50.166667
55500,Norfolk Island -- 55490,Kingston,-29.066667,167.95
51290,Lesser Sunda Islands -- 51250,Labuhanhaji,-8.7,116.566667
57415,Malaysia -- 57400,Kirteh Oil Terminal,4.566667,103.466667
47942,Sudan -- 47910,Al Khair Oil Terminal,19.583333,37.25
18915,Canada West Coast -- 18080,Bella Bella,52.166667,-128.15
19290,Alaska -- 19080,Fishermans Harbor,55.966667,-133.8
5970,Cape Breton Island -- 5860,Grand Narrows,45.95,-60.783333
6670,United States E Coast -- 6585,Corea,44.4,-67.966667
7315,United States E Coast -- 6585,Hyannis Port,41.633333,-70.3
58630,Philippine Islands -- 57960,Laoang,12.566667,125.016667
59550,Philippine Islands -- 57960,Margosatubig,7.583333,123.166667
60720,Russia -- 60530,Bukhta Gaydamak,42.866667,132.683333
4720,US Lake Michigan -- 4570,Saugatuck,42.666667,-86.2
19930,Alaska -- 19080,Dry Spruce Bay,57.933333,-153.033333
19980,Alaska -- 19080,Hogg Island,58.466667,-152.683333
20410,Alaska Continued -- 20185,Grantley Harbor,65.266667,-166.333333
5070,US Lake Michigan -- 4570,Nahma,45.833333,-86.666667
44270,Russia -- 44030,Adler,43.433333,39.933333
45635,Algeria -- 45470,Arzew El Djedid,35.816667,-0.25
45822,Senegal -- 45817,Karabane,12.566667,-16.666667
46335,Equatorial Guinea -- 46300,Ceiba Terminal,1.416667,9.233333
46710,Tristan Island -- 46700,Edinburgh Of The Seven Seas,-37.05,-12.3
14175,Chile -- 14070,Caleta Mina Elena,-52.683333,-71.9
19100,Alaska -- 19080,Hidden Inlet,54.95,-130.333333
19120,Alaska -- 19080,George Inlet,55.383333,-131.466667
19200,Alaska -- 19080,Burnett Inlet,56.066667,-132.466667
19600,Alaska -- 19080,Letnikof Cove,59.183333,-135.4
19710,Alaska -- 19080,Crab Bay,60.066667,-148
6970,United States E Coast -- 6585,Monhegan,43.766667,-69.316667
6710,United States E Coast -- 6585,Northeast Harbor,44.3,-68.283333
6800,United States E Coast -- 6585,Bucks Harbor,44.333333,-68.733333
6830,United States E Coast -- 6585,Matinicus,43.866667,-68.883333
43780,Ukraine -- 43620,Balaklava,44.5,33.6
43810,Ukraine -- 43620,Alushta,44.683333,34.416667
49460,India East Coast -- 49310,Machilipatnam,16.15,81.166667
49875,Malaysia -- 49820,Malong Marine Terminal,4.633333,104.816667
63090,Antarctica -- 63060,Admiralty Bay,-62.083333,-58.416667
63110,Antarctica -- 63060,Melchior Harbor,-64.316667,-63
7900,United States E Coast -- 6585,Grasselli,40.616667,-74.2
543,Greenland East Coast -- 540,Kusanartoq,61.766667,-42.216667
2350,Ottawa River -- 2270,Carillon,45.566667,-74.366667
4020,Canada Lake Huron -- 3640,Depot Harbour,45.316667,-80.1
44807,Italy -- 40345,Aksaz Limani,36.833333,28.383333
46239,Nigeria -- 46120,Egina Oil Terminal,3.066667,6.7
46452,Gabon -- 46410,Olowi Marine Terminal,-3.133333,10.216667
47625,Madagascar -- 47350,Antsohim Bondrona,-13.083333,48.833333
51780,Indonesia - Borneo -- 51760,Lingkas,3.283333,117.6
53195,New Guinea SE Coast -- 53140,Discovery Bay,-10.416667,150.416667
55270,New Zealand S Island -- 55260,Collingwood,-40.683333,172.666667
56039,Tabuaeran Atoll (Fanning Island) -- 56037,English Harbor,3.85,-159.366667
26990,Sweden Cont -- 24975,Gumbodahamn,64.233333,21.1
42180,Greece East Coast -- 42010,Ayios Nikolaos,37.983333,23.533333
43093,Kikladhes -- 42870,Akra Kavonisi,35.516667,23.633333
43384,Turkey Europe -- 43325,Borusan Fertilizer Jetty,40.416667,29.1
60030,China Continued -- 59850,Ankingcheng,30.516667,117.033333
60350,South Korea -- 60315,Cheju Hang,33.516667,126.533333
61110,Japan -- 61100,Mombetsu Ko,44.35,143.35
63070,Antarctica -- 63060,Ellefsen Harbor,-60.733333,-45.033333
63120,Antarctica -- 63060,Andersen Harbor,-64.316667,-62.933333
19750,Alaska -- 19080,Latouche,60.0505,-147.9042
11360,St Martin -- 11355,Baie Du Marigot,18.066667,-63.083333
11372,St Martin -- 11355,Coles Bay Oil Terminal,18.016667,-63.083333
48057,Egypt Red Sea -- 47950,Zafarana Terminal,29.166667,32.683333
60205,China Continued -- 59850,Suizhang Gang,40.066667,121.05
55960,Iles Tuamotu -- 55860,Port Rikitea,-23.116667,-134.966667
57900,Taiwan -- 57880,Su-Ao,24.6,121.866667
60870,Sakhalin -- 60840,Vitaz Marine Terminal,52.7,143.55
60010,China Continued -- 59850,Wu Hu,31.333333,118.366667
49685,Burma (Myanmar) -- 49610,Yetagun Marine Terminal,13.05,96.85
48272,United Arab Emirates -- 48260,Sharjah Offshore Terminal,25.583333,55.4
47989,Egypt Red Sea -- 47950,Zeit Bay Lpg Terminal,27.8,33.566667
51800,Indonesia - Borneo -- 51760,Tanjungredeb,2.15,117.483333
59575,Philippine Islands -- 57960,Santa Clara,7.783333,122.683333
11048,Dominican Republic -- 10950,Punta Nizao Oil Terminal,18.2,-70.2
57490,Cambodia -- 57478,Phsar Ream,10.5,103.6
50231,Indonesia -- 50020,Ramba,-2.616667,104.133333
56330,Wake Island -- 56329,Wake Island,19.283333,166.616667
61090,Kuril Islands -- 61070,Shakotan,43.866667,146.833333
50932,Jawa -- 50920,Tanjung Gerem,-5.966667,105.983333
51680,Sabah -- 51650,Victoria,5.283333,115.233333
48341,Saudi Arabia Continued -- 48330,Ras Al Ghar,26.9,49.866667
7890,United States E Coast -- 6585,Port Socony,40.55,-74.25
8890,US Gulf Coast -- 8650,Tri-City Port,38.716667,-90.2
11005,Dominican Republic -- 10950,Puerto Botado,19.2,-69.45
63100,Antarctica -- 63060,Port Lockroy,-64.816667,-63.5
51500,Kepulauan Anambas -- 51480,Tarempah,3.216667,106.216667
52440,Kepulauan Sangihe -- 52400,Tahuna,3.616667,125.483333
57472,Thailand -- 57431,Petchburi Terminal,13.166667,100.15
63080,Antarctica -- 63060,Scotia Bay,-60.75,-44.716667
19589,Alaska -- 19080,Tanani Point,59.283333,-135.45
33470,Scotland West Coast -- 32790,Rothesay Dock,55.9,-4.4
12650,Brazil NE Coast Cont -- 12575,Porto De Mucuripe,-3.716667,-38.483333
4130,Canada Lake Huron -- 3640,Sheguiandah,45.9,-81.916667
19807,Alaska -- 19080,Snug Harbor,60.1,-152.583333
47690,Reunion -- 47670,Port Est,-20.933333,55.316667
28715,Poland -- 28700,Port Polnochny,54.4,18.716667
42790,Aegean Islands -- 42640,Vrakhonisis Kallonis,39.083333,26.083333
45515,Algeria -- 45470,Port Methanier,36.883333,6.95
19950,Alaska -- 19080,Port Vita,58.066667,-153.066667
19830,Alaska -- 19080,Womens Bay,57.716667,-152.516667
542,Greenland East Coast -- 540,Qutdleq,61.516667,-42.216667
14090,Chile -- 14070,Puerto Sara,-52.633333,-70.2
9665,Honduras East Coast -- 9630,Puerto Este,16.083333,-86.9
6650,United States E Coast -- 6585,Wyman,44.516667,-67.866667
12820,Brazil SE Coast -- 12700,Portocel,-19.85,-40.05
35835,France NW Coast -- 35720,Port Du Havre-Antifer,49.65,0.15
26280,Sweden Cont -- 24975,Ulvvik,62.666667,17.866667
7020,United States E Coast -- 6585,Pemaquid Beach,43.866667,-69.533333
3950,Canada Lake Huron -- 3640,Tiffin,44.75,-79.85
40750,Italy East Coast -- 40390,Porto Di Malamocco,45.333333,12.316667
4380,US Lake Huron -- 4300,Port Hope,43.95,-82.7
3960,Canada Lake Huron -- 3640,Port Mcnicoll,44.75,-79.8
3150,US Lake Ontario -- 3120,Sackets Harbor,43.95,-76.116667
46544,Angola -- 46540,Psvm Terminal,-6.25,10.733333
12857,Brazil SE Coast -- 12700,Santa Clara,-20.883333,-51.366667
4270,Canada Lake Huron -- 3640,Richards Landing,46.3,-84.033333
19180,Alaska -- 19080,Yes Bay,55.916667,-131.8
47695,Reunion -- 47670,Port Ouest,-20.933333,55.283333
9230,US Gulf Coast -- 8650,Sinco,29.716667,-95.233333
14020,South Georgia -- 14010,Prince Olav Harbor,-54.033333,-37.15
43835,Ukraine -- 43620,Sudak,44.85,34.983333
5170,Canada Lake Superior -- 5120,Quebec Harbour,47.7,-85.8
19490,Alaska -- 19080,Todd,57.466667,-135.05
19730,Alaska -- 19080,Port Ashton,60.066667,-148.05
3980,Canada Lake Huron -- 3640,Waubaushene,44.766667,-79.716667
4480,US Lake Huron -- 4300,Rockport,45.2,-83.383333
19585,Alaska -- 19080,Port Chilkoot,59.233333,-135.433333
7070,United States E Coast -- 6585,Robinhood,43.85,-69.733333
6980,United States E Coast -- 6585,Port Clyde,43.916667,-69.25
42440,Greece East Coast -- 42010,Stilis,38.916667,22.616667
42205,Greece East Coast -- 42010,Pakhi Oil Terminal,37.966667,23.383333
19870,Alaska -- 19080,Trap Point,57,-154.15
5110,US Lake Michigan -- 4570,Port Inland,45.966667,-85.866667
19650,Alaska -- 19080,Shepard Point,60.633333,-145.666667
4580,US Lake Michigan -- 4570,St. James Harbor,45.733333,-85.516667
14040,South Georgia -- 14010,Stromness Harbor,-54.15,-36.7
19840,Alaska -- 19080,Port Hobron,57.166667,-153.166667
4540,US Lake Huron -- 4300,St Ignace,45.85,-84.716667
3610,US Lake Erie -- 3400,Rouge River,42.283333,-83.116667
45845,Guinea -- 45842,Victoria,10.816667,-14.566667
19190,Alaska -- 19080,Union Bay,55.766667,-132.216667
3340,Canada Lake Erie -- 3240,Pelee I West Dock,41.766667,-82.683333
19860,Alaska -- 19080,Three Saints Bay,57.116667,-153.5
20330,Alaska Continued -- 20185,Kwiguk,62.733333,-164.466667
4450,US Lake Huron -- 4300,Au Sable,44.4,-83.316667
61662,Japan -- 61100,Iwakuni Ko,34.183333,132.25
61356,Japan -- 61100,Hitachi,36.5,140.633333
50140,Indonesia -- 50020,Muntok,-2.066667,105.166667
40590,Italy East Coast -- 40390,Manfredonia,41.616667,15.916667
39810,Italy West Coast Cont -- 39730,Civitavecchia,42.102,11.771
45855,Guinea -- 45842,Conakry,9.516667,-13.716667
45838,Guinea Bissau -- 45833,Bissau,11.866667,-15.633333
34160,Ireland -- 33840,Fenit,52.266667,-9.866667
41420,Croatia -- 40877,Korcula,42.933333,17.133333
41840,Greece West Coast -- 41710,Aigio,38.25,22.083333
32700,Faroe Islands -- 32660,Kongshavn,62.116667,-6.733333
19510,Alaska -- 19080,Hood Bay,57.4,-134.5
19330,Alaska -- 19080,Bay Of Pillars,56.6,-134.233333
700,Greenland  West Coast -- 545,Attu,67.95,-53.733333
31640,England East Coast -- 31330,Grimsby,53.583333,-0.066667
31610,England East Coast -- 31330,King's Lynn,52.75,0.4
31310,Belgium -- 31240,Oostende,51.233333,2.916667
30990,Netherlands -- 30980,Delfzijl,53.333333,6.933333
33560,Scotland West Coast -- 32790,Ayr,55.466667,-4.633333
7000,United States E Coast -- 6585,Friendship,43.966667,-69.333333
6880,United States E Coast -- 6585,Bucksport,44.566667,-68.783333
23660,Norway -- 20620,Brevik,59.066667,9.7
19588,Alaska -- 19080,Haines,59.233333,-135.433333
19110,Alaska -- 19080,Metlakatla,55.133333,-131.566667
5460,US Lake Superior -- 5230,Duluth,46.766667,-92.1
5390,US Lake Superior -- 5230,Ashland,46.6,-90.866667
4690,US Lake Michigan -- 4570,Muskegon,43.233333,-86.266667
4650,US Lake Michigan -- 4570,Manistee,44.25,-86.316667
4520,US Lake Huron -- 4300,Mackinaw City,45.783333,-84.716667
9240,US Gulf Coast -- 8650,Houston,29.75,-95.283333
8410,United States E Coast -- 6585,New Bern,35.1,-77.05
4200,Canada Lake Huron -- 3640,Blind River,46.183333,-82.95
3940,Canada Lake Huron -- 3640,Midland,44.75,-79.916667
3520,US Lake Erie -- 3400,Huron,41.4,-82.55
3430,US Lake Erie -- 3400,Buffalo,42.883333,-78.883333
5320,US Lake Superior -- 5230,Baraga,46.783333,-88.483333
33310,Scotland West Coast -- 32790,Lamlash Harbor,55.533333,-5.116667
33530,Scotland West Coast -- 32790,Ardrossan,55.65,-4.816667
2790,US St Lawrence R -- 2750,Alexandria Bay,44.333333,-75.916667
3100,Canada Lake Ontario -- 2820,Niagara,43.25,-79.066667
4490,US Lake Huron -- 4300,Calcite,45.416667,-83.783333
23080,Norway -- 20620,Hommelvik,63.416667,10.8
12772,Brazil SE Coast -- 12700,Aratu,-12.783333,-38.5
22790,Norway -- 20620,Hemnesberget,66.233333,13.616667
30500,Jylland -- 30020,Holstebro-Stuer,56.5,8.583333
30785,Germany -- 30650,Butzfleth,53.65,9.516667
31375,England East Coast -- 31330,Isle Of Grain,51.433333,0.7
31945,Scotland East Coast -- 31870,Braefoot Bay Terminal,56.033333,-3.316667
19130,Alaska -- 19080,Ketchikan,55.333333,-131.65
24530,Sweden -- 23860,Bergkvara,56.383333,16.1
12710,Brazil SE Coast -- 12700,Cabedelo,-6.966667,-34.833333
5560,New Brunswick -- 5555,Dalhousie,48.066667,-66.366667
14380,Chile -- 14070,Lota,-37.1,-73.15
19850,Alaska -- 19080,Mccord,57.15,-153.2
5990,Cape Breton Island -- 5860,North Sydney,46.216667,-60.25
3380,Canada Lake Erie -- 3240,Amherstburg,42.1,-83.1
10010,Bahama Islands -- 9980,Matthew Town,20.95,-73.683333
11100,Puerto Rico -- 11080,Arecibo,18.483333,-66.7
7190,United States E Coast -- 6585,Newburyport,42.816667,-70.866667
29120,Bornholm -- 29020,Hasle,55.183333,14.7
30170,Jylland -- 30020,Fredericia,55.566667,9.766667
30640,Jylland -- 30020,Esbjerg,55.466667,8.45
31320,Belgium -- 31240,Nieuwpoort,51.133333,2.75
32910,Scotland West Coast -- 32790,Kyleakin,57.266667,-5.733333
32920,Scotland West Coast -- 32790,Broadford Bay,57.25,-5.883333
10430,Cuba South Coast -- 10310,Ceiba Hueca,20.216667,-77.316667
61160,Japan -- 61100,Kushiro Ko,42.983333,144.366667
60320,South Korea -- 60315,Inchon,37.466667,126.616667
60250,China Continued -- 59850,Dalian,38.916667,121.666667
55210,New Zealand N Island -- 54990,New Plymouth,-39.066667,174.033333
55060,New Zealand N Island -- 54990,Auckland,-36.85,174.766667
52720,Seram -- 52650,Ambon,-3.683333,128.166667
48076,Israel -- 48075,Elat,29.55,34.95
47990,Egypt Red Sea -- 47950,El Ghardaqa,27.216667,33.85
47630,Madagascar -- 47350,Antsiranana,-12.266667,49.283333
47510,Madagascar -- 47350,Mananjary,-21.25,48.333333
47130,Somalia -- 47120,Kismaayo,-0.366667,42.55
47100,Kenya -- 47090,Mombasa,-4.066667,39.666667
46590,Angola -- 46540,Lobito,-12.333333,13.566667
45820,Senegal -- 45817,Dakar,14.683333,-17.433333
48465,Iran -- 48410,Kharg Island Oil Terminal,29.233333,50.333333
48450,Iran -- 48410,Bandar-E Mahshahr,30.466667,49.183333
44080,Russia -- 44030,Azov,47.1,39.433333
43550,Romania -- 43540,Mangalia,43.816667,28.583333
41940,Greece West Coast -- 41710,Kalamata,37.016667,22.116667
41820,Greece West Coast -- 41710,Itea,38.433333,22.416667
41550,Croatia -- 40877,Dubrovnik,42.666667,18.083333
39590,Italy West Coast -- 39330,Livorno,43.542,10.29
39025,Monaco -- 39020,Monaco,43.733333,7.416667
37770,Spain N Coast -- 37270,La Coruna,43.366667,-8.4
37120,France West Coast -- 36450,Le Verdon,45.55,-1.05
35400,England South Coast -- 35220,Brixham Harbour,50.4,-3.516667
35150,England SW Coast -- 35030,Bideford,51.033333,-4.2
34700,England West Coast -- 34580,Manchester,53.483333,-2.266667
34660,England West Coast -- 34580,Fleetwood,53.916667,-3.016667
33930,Ireland -- 33840,Killybegs,54.633333,-8.45
34260,Ireland -- 33840,Bantry,51.683333,-9.45
34648,England West Coast -- 34580,Garlston,53.35,-2.9
42345,Greece East Coast -- 42010,Astakos,38.483333,21.1
41800,Greece West Coast -- 41710,Mesolongion,38.366667,21.416667
48470,Iran -- 48410,Bushehr,28.983333,50.833333
45350,Libya -- 45200,Abu Khammash,33.066667,11.816667
45819,Senegal -- 45817,M Bao Oil Terminal,14.716667,-17.4
46237,Nigeria -- 46120,Agbami Oil Terminal,3.466667,5.566667
56730,Bismarck Archipelago -- 56700,Lorengau,-2.016667,147.266667
42890,Kikladhes -- 42870,Andros,37.833333,24.95
37960,Portugal -- 37930,Oporto,41.15,-8.666667
57990,Philippine Islands -- 57960,Claveria,18.616667,121.083333
58370,Philippine Islands -- 57960,Manila,14.583333,120.966667
60240,China Continued -- 59850,Lushun,38.783333,121.25
61140,Japan -- 61100,Hanasaki Ko,43.283333,145.583333
46473,Congo -- 46455,N'kossa Terminal,-5.266667,11.566667
45952,Liberia -- 45920,Greenville,4.983333,-9.05
51501,Kepulauan Anambas -- 51480,Belanak Field Terminal,4.15,106.25
51570,Malaysia -- 51548,Bintangor,2.166667,111.633333
39820,Italy West Coast Cont -- 39730,Fiumicino,41.772,12.214
43388,Turkey Europe -- 43325,Ambarli,40.966667,28.7
51220,Jawa -- 50920,Cilacap,-7.733333,109
46900,Mozambique -- 46860,Chinde,-18.566667,36.5
47420,Madagascar -- 47350,Maintirano,-18.066667,44.016667
47590,Madagascar -- 47350,Maroantsetra,-15.45,49.816667
52240,Sulawesi -- 51970,Kendari,-3.966667,122.583333
61360,Japan -- 61100,Choshi,35.733333,140.85
61555,Japan -- 61100,Amagasaki,34.7,135.383333
53142,New Guinea SE Coast -- 53140,Kumul,-8.1,144.566667
53230,New Guinea NE Coast -- 53210,Lae,-6.733333,147
54943,Tasmania -- 54700,Beauty Point,-41.15,146.816667
55590,Tonga -- 55575,Nuku Alofa,-21.133333,-175.2
58170,Philippine Islands -- 57960,Legazpi Port,13.15,123.75
59974,China Continued -- 59850,Changshu,31.766667,120.95
60990,Sakhalin -- 60840,Lesogorsk,49.45,142.133333
44965,Cyprus -- 44890,Dhekelia,34.966667,33.716667
45100,Israel -- 45060,Ashdod,31.816667,34.65
45175,Egypt Mediterranean -- 45120,El Hamra Oil Terminal,30.983333,28.866667
45620,Algeria -- 45470,Mostaganem,35.933333,0.083333
46552,Angola -- 46540,Greater Plutonio Terminal,-7.833333,12.1
49780,Thailand -- 49760,Krabi,8.066667,98.916667
49792,Thailand -- 49760,Bang Saphan,11.183333,99.6
50180,Indonesia -- 50020,Blinyu,-1.633333,105.783333
44808,Turkey Asia -- 44360,Antalya Offshore Terminal,36.816667,30.6
44820,Turkey Asia -- 44360,Antalya,36.833333,30.616667
45630,Algeria -- 45470,Arzew,35.85,-0.3
46286,Cameroon -- 46250,Moudi Marine Terminal,4.116667,8.483333
46488,Angola -- 46478,Kuito Oil Field,-5.466667,11.5
57410,Malaysia -- 57400,Kuantan New Port,3.966667,103.433333
57436,Thailand -- 57431,Benchamas Terminal,10.516667,101.25
53045,New Guinea West Coast - Irian Jaya -- 52900,Kasim Terminal,-1.3,131.016667
61277,Japan -- 61100,Noshiro Ko,40.216667,140
53115,New Guinea West Coast - Irian Jaya -- 52900,Amamapare,-4.816667,136.966667
58540,Philippine Islands -- 57960,Calapan,13.416667,121.183333
61020,Sakhalin -- 60840,Mys Rogatyy Oktyabrskiy,50.733333,142.1
42378,Greece East Coast -- 42010,Aspropirgos,38.033333,23.6
42434,Greece East Coast -- 42010,Achladi,38.9,22.816667
38083,Acores -- 38060,Lajes,38.4,-28.266667
38440,Spain SE Coast -- 38340,Alicante,38.333333,-0.483333
43130,Kriti -- 43080,Iraklion,35.35,25.15
59930,China Continued -- 59850,Haimen,28.683333,121.45
61270,Japan -- 61100,Aomori Ko,40.833333,140.75
27870,Finland -- 27380,Signilskar,60.2,19.333333
19390,Alaska -- 19080,Port Conclusion,56.25,-134.683333
12117,Venezuela -- 11950,Venterminals,10.483333,-68.033333
19230,Alaska -- 19080,Rose Inlet,54.95,-132.966667
18705,Canada West Coast -- 18080,Port San Juan,48.55,-124.433333
11782,Bonaire -- 11775,Salina,12.083333,-68.283333
7490,United States E Coast -- 6585,Mystic,41.35,-71.966667
3480,US Lake Erie -- 3400,Fairport,41.766667,-81.3
8280,United States E Coast -- 6585,Norfolk,36.85,-76.3
63130,Antarctica -- 63060,Mcmurdo Station,-77.85,166.65
62890,Russia -- 62530,Kandalaksha,67.133333,32.416667
62540,Russia -- 62530,Okhotsk Iy Reyd,59.366667,143.2
61867,Japan -- 61100,Kashiwazaki,37.366667,138.55
62520,Nansei Shoto -- 62470,Ishigaki,24.333333,124.166667
7460,United States E Coast -- 6585,Greenport,41.1,-72.366667
39000,France South Coast -- 38710,Villefranche,43.7,7.316667
6910,United States E Coast -- 6585,Searsport,44.45,-68.916667
39261,Sardegna -- 39130,Porto Di Oristano,39.866667,8.55
26180,Sweden Cont -- 24975,Soraker,62.5,17.5
8390,United States E Coast -- 6585,Washington,35.55,-77.05
38870,France South Coast -- 38710,Toulon,43.1,5.916667
2940,Canada Lake Ontario -- 2820,Trenton,44.1,-77.566667
38270,Spain SW Coast -- 38200,Sevilla,37.366667,-6
32890,Scotland West Coast -- 32790,Plockton,57.333333,-5.65
15445,Panama West Coast -- 15380,Pedregal,8.35,-82.433333
38095,Acores -- 38060,Praia De Vitoria,38.716667,-27.05
25395,Sweden Cont -- 24975,Vasteras,59.616667,16.55
40620,Italy East Coast -- 40390,Ortona,42.35,14.416667
7290,United States E Coast -- 6585,Provincetown,42.05,-70.183333
6950,United States E Coast -- 6585,Rockport,44.183333,-69.066667
31600,England East Coast -- 31330,Wisbech,52.666667,0.15
19639,Alaska -- 19080,Orca,60.583333,-145.716667
38050,Portugal -- 37930,Vila Real De S Antonio,37.183333,-7.4
33140,Scotland West Coast -- 32790,Tobermory,56.616667,-6.066667
3510,US Lake Erie -- 3400,Vermilion,41.433333,-82.366667
790,Greenland  West Coast -- 545,Qasigiannguit-Christianshab,68.816667,-51.183333
13900,Argentina -- 13310,Puerto Madryn,-42.766667,-65.033333
30457,Jylland -- 30020,Thisted,56.95,8.7
35210,England SW Coast -- 35030,St. Mary's (Scilly Isl.),49.916667,-6.316667
39215,Sardegna -- 39130,Sarroch Oil Terminal,39.083333,9.033333
15915,Mexico West Coast -- 15700,San Juan De La Costa,24.4,-110.7
4560,US Lake Huron -- 4300,Sault Ste Marie,46.5,-84.35
35330,England South Coast -- 35220,Par,50.35,-4.7
39220,Sardegna -- 39130,Porto Ponte Romano,39.05,8.466667
26140,Sweden Cont -- 24975,Vivstavarv,62.483333,17.35
6680,United States E Coast -- 6585,Winter Harbor,44.383333,-68.083333
3970,Canada Lake Huron -- 3640,Victoria Harbour,44.75,-79.816667
38100,Acores -- 38060,Ponta Delgada,37.733333,-25.666667
3200,US Lake Ontario -- 3120,Rochester,43.266667,-77.6
40470,Italy East Coast -- 40390,Taranto,40.466667,17.2
4900,US Lake Michigan -- 4570,Two Rivers,44.15,-87.566667
3190,US Lake Ontario -- 3120,Sodus Bay,43.266667,-76.983333
8030,United States E Coast -- 6585,New Castle,39.65,-75.566667
31130,Netherlands -- 30980,Schiedam,51.9,4.4
46570,Angola -- 46540,Porto Amboim,-10.733333,13.75
45755, ,Tanger,35.783333,-5.816667
46925,Mozambique -- 46860,Pebane,-17.266667,38.15
43747,Ukraine -- 43620,Ust-Dunaisk,45.466667,29.7
42570,Greece East Coast -- 42010,Stratoni,40.516667,23.833333
42550,Greece East Coast -- 42010,Yerakini,40.266667,23.466667
42780,Aegean Islands -- 42640,Plomarion,38.983333,26.366667
47540,Madagascar -- 47350,Toamasina,-18.166667,49.416667
41410,Croatia -- 40877,Ploce,43.05,17.433333
42460,Greece East Coast -- 42010,Tsingeli,39.166667,22.85
46375,Sao Tome and Principe -- 46370,Santo Antonio,1.65,7.45
46063,Ghana -- 46010,Saltpond,5.2,-1.05
62175,Japan -- 61100,Saiki Ko,32.966667,131.933333
51040,Jawa -- 50920,Semarang,-6.95,110.416667
59580,Philippine Islands -- 57960,Zamboanga,6.9,122.066667
48020,Egypt Red Sea -- 47950,Ras Gharib,28.35,33.1
61175,Japan -- 61100,Tokachi,42.25,143.3
57100,Solomon Islands -- 56940,Tulaghi,-9.1,160.15
58150,Philippine Islands -- 57960,Tabaco,13.366667,123.733333
