World Port Index Number,Region Name,Main Port Name,Latitude,Longitude
55695,Niue -- 55685,Alofi,-19.033333,-169.933333
55440,New Zealand S Island -- 55260,Greymouth,-42.433333,171.216667
55400,New Zealand S Island -- 55260,Bluff Harbor,-46.6,168.333333
47105,Kenya -- 47090,Kilifi,-3.633333,39.866667
46935,Mozambique -- 46860,Nacala,-14.533333,40.666667
46930,Mozambique -- 46860,Mocambique,-15.033333,40.733333
57320,New Caledonia -- 57260,Noumea,-22.283333,166.433333
56500,Nauru -- 56495,Nauru,-0.533333,166.916667
46240,Nigeria -- 46120,Okwori Terminal,3.85,6.983333
46230,Nigeria -- 46120,Calabar,4.966667,8.316667
45812,Mauritania -- 45810,Nouadhibou,20.916667,-17.05
45793, ,Casablanca,33.6,-7.616667
45297,Libya -- 45200,As Sidr,30.633333,18.366667
45295,Libya -- 45200,Al Burayqah,30.416667,19.6
44200,Russia -- 44030,Novorossiysk,44.716667,37.783333
43560,Romania -- 43540,Constanta,44.166667,28.65
45950,Liberia -- 45920,Buchanan,5.866667,-10.066667
45940,Liberia -- 45920,Monrovia,6.316667,-10.816667
37990,Portugal -- 37930,Lisboa,38.7,-9.166667
31150,Netherlands -- 30980,Dordrecht,51.816667,4.65
31010,Netherlands -- 30980,Harlingen,53.183333,5.416667
38130,Arquipelago Da Madeira -- 38120,Funchal,32.633333,-16.916667
28720,Poland -- 28700,Nowy Port,54.416667,18.666667
15990,Mexico West Coast -- 15700,Ensenada,31.866667,-116.633333
14955,Peru -- 14830,La Pampilla Oil Terminal,-11.933333,-77.133333
23115,Norway -- 20620,Moldtustranda,62.3,5.65
23451,Norway -- 20620,Karsto,59.266667,5.516667
11090,Puerto Rico -- 11080,Aguadilla,18.433333,-67.15
11290,Puerto Rico -- 11080,Mayaguez,18.2,-67.15
11625,Saint Lucia -- 11615,Grand Cul De Sac Bay,13.983333,-61.016667
30985,Netherlands -- 30980,Eemshaven,53.45,6.833333
58100,Philippine Islands -- 57960,Jose Panganiban,14.283333,122.683333
59380,Philippine Islands -- 57960,Hinatuan,8.366667,126.333333
59400,Philippine Islands -- 57960,Mati,6.95,126.216667
59720,Philippine Islands -- 57960,Bugo,8.516667,124.75
61060,Sakhalin -- 60840,Moskal Vo,53.583333,142.5
56835,Bismarck Archipelago -- 56700,Kimbe,-5.133333,150.533333
48357,Kuwait -- 48350,Mina Ash Shuaybah,29.033333,48.166667
48370,Kuwait -- 48350,Al Kuwayt,29.35,47.933333
47107,Kenya -- 47090,Malindi,-3.216667,40.133333
53250,New Guinea NE Coast -- 53210,Madang,-5.216667,145.816667
57810,Macau -- 57805,Macau,22.183333,113.566667
57970,Philippine Islands -- 57960,Basco,20.45,121.966667
58655,Philippine Islands -- 57960,Guiuan,11.033333,125.716667
58670,Philippine Islands -- 57960,Catbalogan,11.766667,124.883333
58750,Philippine Islands -- 57960,Baybay,10.683333,124.8
62775,Russia -- 62530,Mezen,65.833333,44.183333
59430,Philippine Islands -- 57960,Davao,7.066667,125.616667
59770,Philippine Islands -- 57960,Basilian City (Isabela),6.716667,121.966667
59800,Philippine Islands -- 57960,Jolo,6.05,121
60860,Sakhalin -- 60840,Okha,53.55,143
12570,Peru Amazon River -- 12565,Iquitos,-3.75,-73.233333
45240,Libya -- 45200,Darnah,32.766667,22.65
45335,Libya -- 45200,Az Zawiya,32.8,12.716667
45785, ,Kenitra,34.3,-6.6
45802, ,Agadir,30.433333,-9.633333
56400,Marshall Islands -- 56340,Majuro Atoll,7.083333,171.383333
14970,Peru -- 14830,Chancay,-11.583333,-77.25
15427,Panama West Coast -- 15380,Charco Azul,8.216667,-82.866667
48338,Saudi Arabia Continued -- 48330,Al Jubayl,27.083333,49.666667
48356,Kuwait -- 48350,Mina Az Zawr,28.733333,48.4
49980,Malaysia -- 49820,Muar,2.05,102.566667
23450,Norway -- 20620,Kopervik,59.283333,5.316667
11250,Puerto Rico -- 11080,Las Mareas,17.95,-66.166667
45800, ,Essaouira,31.5,-9.783333
46207,Nigeria -- 46120,Okrika,4.716667,7.083333
46241,Nigeria -- 46120,Akpo Oil Terminal,3.133333,6.816667
57485,Cambodia -- 57478,Kampong Saom,10.633333,103.5
46880,Mozambique -- 46860,Inhambane,-23.916667,35.4
47110,Kenya -- 47090,Lamu,-2.266667,40.9
47430,Madagascar -- 47350,Morondava,-20.283333,44.3
47500,Madagascar -- 47350,Manakara,-22.116667,48.05
53150,New Guinea SE Coast -- 53140,Daru,-9.066667,143.2
53165,New Guinea SE Coast -- 53140,Alotoa,-10.316667,150.45
55030,New Zealand N Island -- 54990,Opua,-35.316667,174.116667
55330,New Zealand S Island -- 55260,Akaroa,-43.8,172.966667
58390,Philippine Islands -- 57960,Mariveles,14.433333,120.483333
31020,Netherlands -- 30980,Den Helder,52.966667,4.783333
31215,Netherlands -- 30980,Hansweert,51.45,4
37980,Portugal -- 37930,Figueira Da Foz,40.15,-8.85
38030,Portugal -- 37930,Faro,37.033333,-7.933333
45955,Liberia -- 45920,Cape Palmas,4.366667,-7.716667
58620,Philippine Islands -- 57960,Masbate,12.366667,123.616667
59100,Philippine Islands -- 57960,Lazi,9.133333,123.633333
60290,North Korea -- 60270,Kyomip'o,38.733333,125.616667
61040,Sakhalin -- 60840,Aleksandrovsk -Sakhalinskiy,50.9,142.133333
44090,Russia -- 44030,Yeysk,46.733333,38.266667
45040,Lebanon -- 45020,Sayda,33.5,35.35
37950,Portugal -- 37930,Porto De Leixoes,41.183333,-8.7
38110,Acores -- 38060,Vila Do Porto,36.933333,-25.15
44070,Russia -- 44030,Rostov-Na-Donu,47.166667,39.716667
44060,Russia -- 44030,Taganrog,47.2,38.95
15710,Mexico West Coast -- 15700,Puerto Madero,14.7,-92.45
11205,Puerto Rico -- 11080,Puerto Yabucoa,18.05,-65.833333
31120,Netherlands -- 30980,Vlaardingen,51.9,4.35
40330,Malta -- 40320,Valletta Harbors,35.9,14.516667
14990,Peru -- 14830,Puerto Supe,-10.8,-77.75
23105,Norway -- 20620,Sunndalsora,62.683333,8.55
15423,Panama West Coast -- 15380,Vacamonte,8.866667,-79.666667
38000,Portugal -- 37930,Setubal,38.516667,-8.9
21690,Norway -- 20620,Stokkmarknes,68.566667,14.916667
38005,Portugal -- 37930,Sines,37.95,-8.866667
31210,Netherlands -- 30980,Vlissingen,51.45,3.6
46920,Mozambique -- 46860,Porto Belo,-17.7,37.183333
15730,Mexico West Coast -- 15700,Salina Cruz,16.166667,-95.2
43570,Romania -- 43540,Sulina,45.166667,29.666667
15917,Mexico West Coast -- 15700,Pichilingue,24.266667,-110.333333
31050,Netherlands -- 30980,Zaandam,52.433333,4.833333
15460,Panama West Coast -- 15380,Puerto Armuelles,8.266667,-82.85
15050,Peru -- 14830,Salaverry,-8.233333,-78.983333
37940,Portugal -- 37930,Viana Do Castelo,41.7,-8.833333
23835,Norway -- 20620,Sarpsborg,59.266667,11.1
44240,Russia -- 44030,Sochi,43.583333,39.733333
46910,Mozambique -- 46860,Quelimane,-17.883333,36.883333
58395,Philippine Islands -- 57960,Subic Bay,14.8,120.266667
62680,Russia -- 62530,Pevek,69.716667,170.3
55000,New Zealand N Island -- 54990,Whangaroa,-35.05,173.766667
48297,Qatar -- 48285,Ras Laffan,25.916667,51.583333
56450,Gilbert Islands -- 56430,Tarawa Atoll,1.333333,172.933333
57425,Malaysia -- 57400,Tapis Marine Terminal A,5.516667,105.016667
55080,New Zealand N Island -- 54990,Tauranga,-37.633333,176.166667
55180,New Zealand N Island -- 54990,Wanganui,-39.95,175.033333
59820,Philippine Islands -- 57960,Siasi,5.55,120.816667
59725,Philippine Islands -- 57960,Villanueva,8.583333,124.766667
59270,Philippine Islands -- 57960,Puerto Princesa,9.733333,118.733333
55275,New Zealand S Island -- 55260,Tarakohe,-40.85,172.9
62894,Russia -- 62530,Vitino,67.083333,32.316667
59780,Philippine Islands -- 57960,Port Holland,6.55,121.866667
48348,Saudi Arabia Continued -- 48330,Ras Al Mishab,28.116667,48.633333
58870,Philippine Islands -- 57960,Tagbilaran,9.65,123.85
56810,Bismarck Archipelago -- 56700,Rabaul,-4.2,152.183333
58890,Philippine Islands -- 57960,Tubigan,9.95,123.966667
60981,Sakhalin -- 60840,Shakhtersk,49.166667,142.066667
53170,New Guinea SE Coast -- 53140,Samarai,-10.616667,150.666667
48349,Saudi Arabia Continued -- 48330,Ras Al Khafji,28.433333,48.583333
59530,Philippine Islands -- 57960,Pagadian,7.833333,123.433333
60431,South Korea -- 60315,Tonghae,37.533333,129.15
47750,Rodrigues -- 47740,Port Mathurin,-19.683333,63.416667
55770,Society Islands -- 55765,Vaitape,-16.5,-151.75
60880,Sakhalin -- 60840,Poronaysk,49.216667,143.133333
60582,Russia -- 60530,Zarubino,42.633333,131.083333
53282,New Guinea NE Coast -- 53210,Vanimo,-2.683333,141.133333
56738,Bismarck Archipelago -- 56700,Wewak Harbor,-3.566667,143.633333
60325,South Korea -- 60315,Pyeongtaek Hang,37,126.8
49825,Malaysia -- 49820,Port Langkawi,6.433333,99.766667
58770,Philippine Islands -- 57960,Ormoc,11,124.6
53160,New Guinea SE Coast -- 53140,Port Moresby,-9.466667,147.133333
58205,Philippine Islands -- 57960,Sorsogon,12.966667,124
59500,Philippine Islands -- 57960,Polloc (Cotabato),7.35,124.216667
48340,Saudi Arabia Continued -- 48330,Ras  Tannurah,26.633333,50.166667
8225,United States E Coast -- 6585,Annapolis,38.983333,-76.483333
8210,United States E Coast -- 6585,Baltimore,39.266667,-76.583333
8130,United States E Coast -- 6585,Camden,39.95,-75.133333
8080,United States E Coast -- 6585,Chester,39.85,-75.35
7810,United States E Coast -- 6585,Newark,40.7,-74.15
7790,United States E Coast -- 6585,Bayonne,40.683333,-74.1
7770,United States E Coast -- 6585,Hoboken,40.75,-74.016667
7610,United States E Coast -- 6585,Greenwich,41.016667,-73.616667
7570,United States E Coast -- 6585,Bridgeport,41.166667,-73.183333
7400,United States E Coast -- 6585,Fall River,41.7,-71.166667
7720,United States E Coast -- 6585,Albany,42.65,-73.75
46690,Ascension -- 46660,Jamestown,-15.916667,-5.716667
56280,Hawaiian Islands -- 56050,Honolulu,21.3,-157.866667
47820,Somalia -- 47810,Berbera,10.45,45.016667
57120,Solomon Islands -- 56940,Honiara,-9.416667,159.95
56970,Solomon Islands -- 56940,Gizo Harbor,-8.1,156.85
45400,Tunisia -- 45360,Mahdia,35.5,11.066667
44870,Turkey Asia -- 44360,Botas,36.883333,35.933333
50000,Singapore -- 49990,Keppel - (East Singapore),1.283333,103.85
44010,Ukraine -- 43620,Mariupol,47.083333,37.566667
44000,Ukraine -- 43620,Berdyansk,46.75,36.783333
40860,Slovenia -- 40850,Koper,45.55,13.733333
45867,Sierra Leone -- 45860,Bonthe,7.533333,-12.5
6940,United States E Coast -- 6585,Camden,44.216667,-69.066667
7340,United States E Coast -- 6585,Edgartown,41.383333,-70.5
6900,United States E Coast -- 6585,Bangor,44.8,-68.766667
6860,United States E Coast -- 6585,Castine,44.383333,-68.733333
19800,Alaska -- 19080,Anchorage,61.216667,-149.9
19640,Alaska -- 19080,Cordova,60.55,-145.766667
19480,Alaska -- 19080,Chatham,57.516667,-134.933333
18055,United States W Coast -- 16000,Cherry Point,48.866667,-122.75
18050,United States W Coast -- 16000,Bellingham,48.75,-122.5
17060,United States W Coast -- 16000,Aberdeen,46.983333,-123.816667
16850,United States W Coast -- 16000,Astoria,46.2,-123.833333
16700,United States W Coast -- 16000,Crescent City,41.75,-124.2
16670,United States W Coast -- 16000,Eureka,40.8,-124.183333
16630,United States W Coast -- 16000,Bodega Bay,38.333333,-123.05
4790,US Lake Michigan -- 4570,Calumet Harbor,41.733333,-87.516667
4710,US Lake Michigan -- 4570,Holland,42.783333,-86.133333
4700,US Lake Michigan -- 4570,Grand Haven,43.066667,-86.233333
4640,US Lake Michigan -- 4570,Frankfort,44.633333,-86.25
20290,Alaska Continued -- 20185,Clarks Point,58.85,-158.55
16470,United States W Coast -- 16000,Benicia,38.05,-122.15
16050,United States W Coast -- 16000,Avalon,33.35,-118.316667
9340,US Gulf Coast -- 8650,Brownsville,25.95,-97.4
9150,US Gulf Coast -- 8650,Galveston,29.316667,-94.783333
9140,US Gulf Coast -- 8650,Beaumont,30.083333,-94.083333
8970,US Gulf Coast -- 8650,Baton Rouge,30.45,-91.183333
8720,US Gulf Coast -- 8650,Carrabelle,29.85,-84.666667
8660,US Gulf Coast -- 8650,Key West,24.55,-81.816667
8600,United States E Coast -- 6585,Fort Pierce,27.466667,-80.316667
8570,United States E Coast -- 6585,Mayport,30.4,-81.433333
8560,United States E Coast -- 6585,Fernandina Beach,30.683333,-81.466667
8380,United States E Coast -- 6585,Belhaven,35.616667,-76.616667
8325,United States E Coast -- 6585,Elizabeth City,36.3,-76.216667
4420,US Lake Huron -- 4300,Alabaster,44.183333,-83.55
4400,US Lake Huron -- 4300,Bay City,43.6,-83.866667
3470,US Lake Erie -- 3400,Ashtabula,41.9,-80.8
3460,US Lake Erie -- 3400,Conneaut,41.966667,-80.55
3440,US Lake Erie -- 3400,Dunkirk,42.483333,-79.333333
19550,Alaska -- 19080,Dupont,58.233333,-134.266667
6630,United States E Coast -- 6585,Machias,44.716667,-67.466667
43670,Ukraine -- 43620,Mykolayiv,46.95,31.983333
44790,Turkey Asia -- 44360,Bodrum,37.033333,27.433333
47000,Tanzania -- 46965,Kilwa Kivinje,-8.733333,39.416667
8140,United States E Coast -- 6585,Burlington,40.083333,-74.866667
16280,United States W Coast -- 16000,Davenport,37.016667,-122.2
8420,United States E Coast -- 6585,Beaufort,34.716667,-76.666667
16145,United States W Coast -- 16000,Carpinteria,34.383333,-119.516667
16440,United States W Coast -- 16000,Crockett,38.05,-122.216667
20300,Alaska Continued -- 20185,Dillingham,59.033333,-158.483333
50017,Singapore -- 49990,Jurong Island,1.283333,103.733333
57440,Thailand -- 57431,Erawan Terminal,9.1,101.35
5370,US Lake Superior -- 5230,Houghton,47.116667,-88.566667
6700,United States E Coast -- 6585,Bar Harbor,44.383333,-68.2
24720,Sweden -- 23860,Figeholm,57.366667,16.5
24900,Gotland -- 24806,Farosund,57.916667,19.05
26310,Sweden Cont -- 24975,Gustavsvik,62.833333,17.883333
26380,Sweden Cont -- 24975,Kramfors,62.933333,17.8
26720,Sweden Cont -- 24975,Domsjo,63.266667,18.733333
26790,Sweden Cont -- 24975,Husum,63.333333,19.15
55610,Tonga -- 55575,Neiafu,-18.65,-173.983333
55617,Tuvalu -- 55615,Funafuti Atoll,-8.516667,179.133333
57910,Taiwan -- 57880,Hua-Lien Kang,23.983333,121.6
44622,Turkey Asia -- 44360,Gebze,40.766667,29.55
44740,Turkey Asia -- 44360,Dikili,39.016667,26.816667
45368,Tunisia -- 45360,Didon Terminal,33.783333,11.9
45375,Tunisia -- 45360,Gabes,33.9,10.116667
45420,Tunisia -- 45360,La Goulette,36.8,10.3
15640,El Salvador -- 15590,Acajutla,13.583333,-89.833333
16770,United States W Coast -- 16000,Coos Bay,43.366667,-124.216667
16795,United States W Coast -- 16000,Gardiner,43.716667,-124.1
6600,United States E Coast -- 6585,Eastport,44.9,-66.983333
6620,United States E Coast -- 6585,Machiasport,44.7,-67.4
43625,Ukraine -- 43620,Izmayil,45.333333,28.85
49794,Thailand -- 49760,Khanom,9.2,99.9
44660,Turkey Asia -- 44360,Erdek,40.383333,27.8
44730,Turkey Asia -- 44360,Ayvalik,39.316667,26.7
44752,Turkey Asia -- 44360,Nemrut Limani Bay,38.766667,26.916667
7440,United States E Coast -- 6585,Davisville Depot,41.616667,-71.4
8000,United States E Coast -- 6585,Barnegat,39.766667,-74.1
4370,US Lake Huron -- 4300,Harbor Beach,43.85,-82.65
9235,US Gulf Coast -- 8650,Deer Park,29.75,-95.333333
44810,Turkey Asia -- 44360,Fethiye,36.633333,29.1
23905,Sweden -- 23860,Bovallstrand,58.483333,11.333333
25190,Sweden Cont -- 24975,Norrkoping,58.583333,16.2
26810,Sweden Cont -- 24975,Nordmaling,63.566667,19.483333
26880,Sweden Cont -- 24975,Obbola,63.7,20.333333
43334,Turkey Europe -- 43325,Aliaga,38.833333,26.933333
8180,United States E Coast -- 6585,Cape Charles,37.266667,-76.016667
18070,United States W Coast -- 16000,Blaine,49,-122.75
26290,Sweden Cont -- 24975,Utansjo,62.766667,17.933333
45430,Tunisia -- 45360,Tunis,36.8,10.25
40870,Slovenia -- 40850,Piran,45.533333,13.566667
25380,Sweden Cont -- 24975,Stockholm,59.333333,18.05
25700,Sweden Cont -- 24975,Sandarne,61.266667,17.183333
17020,United States W Coast -- 16000,Raymond,46.683333,-123.733333
45365,Tunisia -- 45360,Zarzis,33.5,11.116667
27330,Sweden Cont -- 24975,Sandvik,65.733333,23.766667
25800,Sweden Cont -- 24975,Stocka,61.9,17.35
44801,Turkey Asia -- 44360,Toros Gubre,36.916667,35.966667
45410,Tunisia -- 45360,Sousse,35.833333,10.65
45432,Tunisia -- 45360,Rades,36.816667,10.3
17010,United States W Coast -- 16000,South Bend,46.666667,-123.783333
12410,Suriname -- 12395,Paramaribo,5.833333,-55.166667
43925,Ukraine -- 43620,Reni,45.433333,28.3
25060,Sweden Cont -- 24975,Vastervik,57.766667,16.65
25900,Sweden Cont -- 24975,Stockvik,62.333333,17.383333
25050,Sweden Cont -- 24975,Verkeback,57.733333,16.533333
57070,Solomon Islands -- 56940,Yandina,-9.083333,159.216667
57435,Thailand -- 57431,Pattani,6.95,101.3
57461,Thailand -- 57431,Siam Seaport,13.133333,100.883333
7820,United States E Coast -- 6585,Elizabethport,40.65,-74.183333
7780,United States E Coast -- 6585,Jersey City,40.716667,-74.033333
7550,United States E Coast -- 6585,New Haven,41.233333,-72.916667
7500,United States E Coast -- 6585,New London,41.35,-72.083333
7480,United States E Coast -- 6585,Noank,41.316667,-71.983333
8070,United States E Coast -- 6585,Marcus Hook,39.816667,-75.416667
8300,United States E Coast -- 6585,Newport News,36.966667,-76.433333
56180,Hawaiian Islands -- 56050,Kahului,20.9,-156.466667
57620,Vietnam -- 57510,Nha Trang,12.25,109.233333
7380,United States E Coast -- 6585,Newport,41.5,-71.333333
7170,United States E Coast -- 6585,Kennebunkport,43.366667,-70.466667
7040,United States E Coast -- 6585,Boothbay Harbor,43.866667,-69.583333
6640,United States E Coast -- 6585,Jonesport,44.533333,-67.616667
6610,United States E Coast -- 6585,Lubec,44.866667,-66.983333
19580,Alaska -- 19080,Juneau,58.3,-134.416667
19520,Alaska -- 19080,Hawk Inlet,58.116667,-134.75
17660,United States W Coast -- 16000,Olympia,47.05,-122.9
17430,United States W Coast -- 16000,Bremerton,47.566667,-122.65
16900,United States W Coast -- 16000,Longview,46.133333,-122.933333
16820,United States W Coast -- 16000,Newport,44.633333,-124.05
13150,Uruguay -- 13090,Nueva Palmira,-33.883333,-58.416667
4920,US Lake Michigan -- 4570,Algoma,44.6,-87.433333
4910,US Lake Michigan -- 4570,Kewaunee,44.466667,-87.5
4860,US Lake Michigan -- 4570,Milwaukee,43.033333,-87.883333
4670,US Lake Michigan -- 4570,Ludington,43.95,-86.45
4590,US Lake Michigan -- 4570,Harbor Springs,45.433333,-84.983333
20400,Alaska Continued -- 20185,Nome,64.5,-165.416667
11310,St Thomas -- 11305,Charlotte Amalie,18.35,-64.933333
16340,United States W Coast -- 16000,Oakland,37.816667,-122.333333
16240,United States W Coast -- 16000,Monterey,36.616667,-121.883333
16210,United States W Coast -- 16000,Morro Bay,35.366667,-120.85
16070,United States W Coast -- 16000,Long Beach,33.766667,-118.183333
8860,US Gulf Coast -- 8650,New Orleans,29.95,-90.05
8820,US Gulf Coast -- 8650,Madisonville,30.4,-90.15
8770,US Gulf Coast -- 8650,Mobile,30.683333,-88.116667
8640,United States E Coast -- 6585,Miami,25.783333,-80.183333
8580,United States E Coast -- 6585,Jacksonville,30.316667,-81.65
8500,United States E Coast -- 6585,Charleston,32.783333,-79.916667
16330,United States W Coast -- 16000,Alameda,37.783333,-122.266667
8430,United States E Coast -- 6585,Morehead City,34.716667,-76.7
8370,United States E Coast -- 6585,Columbia,35.916667,-76.25
8340,United States E Coast -- 6585,Edenton,36.05,-76.616667
3500,US Lake Erie -- 3400,Lorain,41.466667,-82.183333
3450,US Lake Erie -- 3400,Erie,42.15,-80.1
56300,Hawaiian Islands -- 56050,Nawiliwili Bay,21.95,-159.35
12280,Venezuela -- 11950,Caripito,10.15,-63.033333
57650,Vietnam -- 57510,Da Nang,16.1,108.216667
13100,Uruguay -- 13090,La Paloma,-34.65,-54.15
13140,Uruguay -- 13090,Colonia,-34.466667,-57.85
13160,Uruguay -- 13090,Fray Bentos,-33.116667,-58.316667
7240,United States E Coast -- 6585,Lynn,42.45,-70.95
57660,Vietnam -- 57510,Nghe Tinh,18.766667,105.766667
4530,US Lake Huron -- 4300,Mackinac Island,45.85,-84.616667
5100,US Lake Michigan -- 4570,Manistique,45.95,-86.25
13120,Uruguay -- 13090,Montevideo,-34.9,-56.216667
16750,United States W Coast -- 16000,North Bend,43.4,-124.216667
19375,Alaska -- 19080,Little Port Walter,56.383333,-134.633333
8940,US Gulf Coast -- 8650,Destrehan,29.95,-90.366667
16360,United States W Coast -- 16000,Berkeley,37.866667,-122.3
11335,St Croix -- 11325,Limetree Bay,17.7,-64.75
57575,Vietnam -- 57510,Cat Lai,10.75,106.783333
55650,Iles Wallis -- 55640,Mata-Utu,-13.283333,-176.133333
57710,Vietnam -- 57510,Cam Pha,21.033333,107.366667
7230,United States E Coast -- 6585,Marblehead,42.5,-70.85
11336,St Croix -- 11325,Port Alucroix,17.7,-64.766667
17440,United States W Coast -- 16000,Port Orchard,47.533333,-122.633333
6810,United States E Coast -- 6585,Stonington,44.15,-68.666667
16950,United States W Coast -- 16000,Vancouver,45.633333,-122.683333
7270,United States E Coast -- 6585,Scituate,42.2,-70.716667
9330,US Gulf Coast -- 8650,Port Isabel,26.083333,-97.2
20220,Alaska Continued -- 20185,Pilot Point,57.566667,-157.6
8700,US Gulf Coast -- 8650,Tarpon Springs,28.15,-82.766667
7180,United States E Coast -- 6585,Portsmouth,43.083333,-70.75
9270,US Gulf Coast -- 8650,Port Lavaca,28.616667,-96.616667
16300,United States W Coast -- 16000,San Francisco,37.816667,-122.416667
9160,US Gulf Coast -- 8650,Texas City,29.383333,-94.916667
7225,United States E Coast -- 6585,Salem,42.516667,-70.883333
3170,US Lake Ontario -- 3120,Oswego,43.466667,-76.516667
8760,US Gulf Coast -- 8650,Pensacola,30.4,-87.216667
16150,United States W Coast -- 16000,Santa Barbara,34.416667,-119.683333
9060,US Gulf Coast -- 8650,Sabine Pass,29.733333,-93.9
6960,United States E Coast -- 6585,Rockland,44.1,-69.1
4850,US Lake Michigan -- 4570,Racine,42.733333,-87.783333
16010,United States W Coast -- 16000,San Diego,32.716667,-117.183333
17730,United States W Coast -- 16000,Seattle,47.6,-122.333333
7260,United States E Coast -- 6585,Quincy,42.25,-70.966667
6890,United States E Coast -- 6585,Winterport,44.633333,-68.85
9100,US Gulf Coast -- 8650,Port Neches,30,-93.95
17030,United States W Coast -- 16000,Willapa Harbor,46.683333,-123.75
19470,Alaska -- 19080,Tenakee Springs,57.783333,-135.2
7200,United States E Coast -- 6585,Rockport,42.666667,-70.616667
7350,United States E Coast -- 6585,Vineyard Haven,41.45,-70.6
4880,US Lake Michigan -- 4570,Sheboygan,43.75,-87.7
17700,United States W Coast -- 16000,Tacoma,47.283333,-122.416667
16730,United States W Coast -- 16000,Prosper,43.15,-124.366667
16880,United States W Coast -- 16000,Westport,46.133333,-123.383333
17160,United States W Coast -- 16000,Port Townsend,48.116667,-122.75
16840,United States W Coast -- 16000,Warrenton,46.166667,-123.916667
19250,Alaska -- 19080,Waterfall,55.3,-133.233333
9290,US Gulf Coast -- 8650,Rockport,28.016667,-97.05
4830,US Lake Michigan -- 4570,Waukegan,42.366667,-87.816667
46780,South Africa -- 46725,Simonstown,-34.185,18.43666667
4410,US Lake Huron -- 4300,Saginaw,43.433333,-83.933333
16320,United States W Coast -- 16000,Redwood City,37.533333,-122.2
7150,United States E Coast -- 6585,Portland,43.666667,-70.25
16420,United States W Coast -- 16000,South Vallejo,38.083333,-122.25
8470,United States E Coast -- 6585,Wilmington,34.233333,-77.95
9050,US Gulf Coast -- 8650,Sabine,29.716667,-93.866667
4460,US Lake Huron -- 4300,Oscoda,44.416667,-83.316667
8780,US Gulf Coast -- 8650,Pascagoula,30.35,-88.566667
16890,United States W Coast -- 16000,Rainier,46.083333,-122.933333
16940,United States W Coast -- 16000,Portland,45.516667,-122.666667
4730,US Lake Michigan -- 4570,South Haven,42.4,-86.283333
4870,US Lake Michigan -- 4570,Port Washington,43.383333,-87.866667
19590,Alaska -- 19080,Skagway,59.45,-135.333333
12330,Venezuela -- 11950,Palua,8.366667,-62.683333
5450,US Lake Superior -- 5230,Superior,46.733333,-92.066667
8750,US Gulf Coast -- 8650,Panama City,30.133333,-85.65
4680,US Lake Michigan -- 4570,White Lake,43.383333,-86.35
17750,United States W Coast -- 16000,Point Wells,47.783333,-122.4
19670,Alaska -- 19080,Valdez,61.116667,-146.25
6870,United States E Coast -- 6585,Sandypoint,44.516667,-68.816667
7160,United States E Coast -- 6585,Saco,43.5,-70.45
3220,US Lake Ontario -- 3120,Youngstown,43.25,-79.05
57570,Vietnam -- 57510,Vung Tau,10.35,107.066667
7470,United States E Coast -- 6585,Stonington,41.333333,-71.9
8227,United States E Coast -- 6585,Solomons Island,38.316667,-76.45
8260,United States E Coast -- 6585,West Point,37.533333,-76.8
16680,United States W Coast -- 16000,Samoa,40.816667,-124.183333
7930,United States E Coast -- 6585,Port Reading,40.566667,-74.233333
7620,United States E Coast -- 6585,Port Chester,41,-73.666667
7420,United States E Coast -- 6585,Providence,41.8,-71.4
7970,United States E Coast -- 6585,Sayreville,40.466667,-74.366667
57230,Vanuatu -- 57160,Port Vila,-17.733333,168.316667
7960,United States E Coast -- 6585,Perth Amboy,40.5,-74.266667
8250,United States E Coast -- 6585,Yorktown,37.233333,-76.5
7641,United States E Coast -- 6585,Patchogue,40.75,-73.016667
7750,United States E Coast -- 6585,Edgewater,40.816667,-73.983333
57470,Thailand -- 57431,Ko Si Chang Terminal,13.166667,100.816667
48325,Bahrain -- 48305,Mina Salman,26.2,50.633333
18040,United States W Coast -- 16000,Anacortes,48.516667,-122.616667
12775,Brazil SE Coast -- 12700,Madre De Deus,-12.75,-38.616667
2720,Canada St Lawrence R -- 2545,Gananoque,44.333333,-76.166667
5260,US Lake Superior -- 5230,Grand Marais,46.683333,-85.966667
6780,United States E Coast -- 6585,Ellsworth,44.55,-68.416667
53710,Australia -- 53290,Jervis Bay,-35.116667,150.8
6740,United States E Coast -- 6585,Frenchboro,44.116667,-68.366667
53750,Australia -- 53290,Batemans Bay,-35.7,150.166667
13050,Brazil SE Coast -- 12700,Laguna,-28.5,-48.783333
19370,Alaska -- 19080,Big Port Walter,56.383333,-134.733333
19790,Alaska -- 19080,Kenai,60.55,-151.266667
48392,Iraq -- 48375,Al-Basra Oil Terminal,29.683333,48.816667
2110,Canada St Lawrence R -- 1930,La Baie (Port Alfred),48.333333,-70.883333
45660,Algeria -- 45470,Beni Saf,35.3,-1.383333
46487,Angola -- 46478,Malongo Oil Terminal,-5.433333,12.083333
48277,United Arab Emirates -- 48260,Jazirat Das,25.15,52.866667
12760,Brazil SE Coast -- 12700,Port De Aracaju,-10.916667,-37.05
12485,Brazil NE Coast -- 12470,Porto Santana,-0.05,-51.183333
12750,Brazil SE Coast -- 12700,Porto De Maceio,-9.666667,-35.733333
45910,Cape Verde -- 45869,Porto Da Praia,14.916667,-23.516667
12770,Brazil SE Coast -- 12700,Port De Salvador,-12.966667,-38.516667
